# SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,OnlineOrderFlag,CustomerID,ContactID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,TotalDue,salesreasonId
43736,1,2001-07-10 0:00:00,2001-07-22 0:00:00,2001-07-17 0:00:00,1,11002,10469,,9,20336,20336,1,3756.989,
43737,1,2001-07-11 0:00:00,2001-07-23 0:00:00,2001-07-18 0:00:00,1,13261,19866,,8,29772,29772,1,3953.9884,9
43738,1,2001-07-11 0:00:00,2001-07-23 0:00:00,2001-07-18 0:00:00,1,11606,16281,,7,26167,26167,1,3953.9884,9
43739,1,2001-07-11 0:00:00,2001-07-23 0:00:00,2001-07-18 0:00:00,1,13563,19358,,10,29262,29262,1,3953.9884,9
43740,1,2001-07-11 0:00:00,2001-07-23 0:00:00,2001-07-18 0:00:00,1,16527,18528,,9,28420,28420,1,3953.9884,9
43741,1,2001-07-12 0:00:00,2001-07-24 0:00:00,2001-07-19 0:00:00,1,27671,3203,,1,13036,13036,1,3953.9884,9
43742,1,2001-07-12 0:00:00,2001-07-24 0:00:00,2001-07-19 0:00:00,1,13576,11096,,10,20966,20966,1,3953.9884,9
43743,1,2001-07-12 0:00:00,2001-07-24 0:00:00,2001-07-19 0:00:00,1,11007,3078,,9,12909,12909,1,3756.989,
43744,1,2001-07-12 0:00:00,2001-07-24 0:00:00,2001-07-19 0:00:00,1,16631,2595,,9,12423,12423,1,3953.9884,9
43745,1,2001-07-13 0:00:00,2001-07-25 0:00:00,2001-07-20 0:00:00,1,16514,15140,,9,25018,25018,1,3953.9884,9
43746,1,2001-07-13 0:00:00,2001-07-25 0:00:00,2001-07-20 0:00:00,1,16616,18323,,9,28214,28214,1,3953.9884,9
43747,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,27623,17354,,4,27241,27241,1,3953.9884,9
43748,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,27625,6820,,1,16663,16663,1,3953.9884,9
43749,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,27636,8025,,1,17878,17878,1,3953.9884,9
43750,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,11591,16808,,7,26694,26694,1,3953.9884,9
43751,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,11592,7568,,7,17421,17421,1,3953.9884,9
43752,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,13265,16084,,8,25970,25970,1,3953.9884,9
43753,1,2001-07-14 0:00:00,2001-07-26 0:00:00,2001-07-21 0:00:00,1,16482,9575,,9,19434,19434,1,3953.9884,9
43754,1,2001-07-15 0:00:00,2001-07-27 0:00:00,2001-07-22 0:00:00,1,27617,8846,,1,18700,18700,1,3953.9884,9
43755,1,2001-07-15 0:00:00,2001-07-27 0:00:00,2001-07-22 0:00:00,1,27670,11915,,4,21785,21785,1,3953.9884,9
43756,1,2001-07-15 0:00:00,2001-07-27 0:00:00,2001-07-22 0:00:00,1,19941,2736,,10,12565,12565,1,772.5036,
43757,1,2001-07-15 0:00:00,2001-07-27 0:00:00,2001-07-22 0:00:00,1,11017,1721,,9,11541,11541,1,3729.364,
43758,1,2001-07-16 0:00:00,2001-07-28 0:00:00,2001-07-23 0:00:00,1,27646,4565,,4,14400,14400,1,3953.9884,9
43759,1,2001-07-16 0:00:00,2001-07-28 0:00:00,2001-07-23 0:00:00,1,13257,11646,,8,21516,21516,1,3953.9884,9
43760,1,2001-07-16 0:00:00,2001-07-28 0:00:00,2001-07-23 0:00:00,1,16352,1874,,9,11694,11694,1,3953.9884,9
43761,1,2001-07-16 0:00:00,2001-07-28 0:00:00,2001-07-23 0:00:00,1,16493,14577,,9,24449,24449,1,3953.9884,9
43762,1,2001-07-17 0:00:00,2001-07-29 0:00:00,2001-07-24 0:00:00,1,27578,9155,,4,19011,19011,1,3953.9884,9
43763,1,2001-07-17 0:00:00,2001-07-29 0:00:00,2001-07-24 0:00:00,1,16525,4126,,9,13961,13961,1,3953.9884,9
43764,1,2001-07-17 0:00:00,2001-07-29 0:00:00,2001-07-24 0:00:00,1,16612,8886,,9,18740,18740,1,3953.9884,9
43765,1,2001-07-17 0:00:00,2001-07-29 0:00:00,2001-07-24 0:00:00,1,11010,5577,,9,15412,15412,1,3756.989,
43766,1,2001-07-18 0:00:00,2001-07-30 0:00:00,2001-07-25 0:00:00,1,16518,16560,,9,26446,26446,1,3953.9884,9
43767,1,2001-07-18 0:00:00,2001-07-30 0:00:00,2001-07-25 0:00:00,1,11001,4654,,9,14489,14489,1,3729.364,
43768,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,27649,14339,,1,24209,24209,1,3953.9884,9
43769,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,21659,2538,,6,12365,12365,1,3953.9884,9
43770,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,27614,11169,,1,21039,21039,1,3953.9884,9
43771,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,14559,11787,,4,21657,21657,1,772.5036,
43772,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,16524,5865,,9,15700,15700,1,3953.9884,9
43773,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,16526,10134,,9,19998,19998,1,3953.9884,9
43774,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,16348,10318,,9,20184,20184,1,3953.9884,9
43775,1,2001-07-19 0:00:00,2001-07-31 0:00:00,2001-07-26 0:00:00,1,11027,4726,,9,14561,14561,1,3756.989,
43776,1,2001-07-20 0:00:00,2001-08-01 0:00:00,2001-07-27 0:00:00,1,13260,5567,,8,15402,15402,1,3953.9884,9
43777,1,2001-07-20 0:00:00,2001-08-01 0:00:00,2001-07-27 0:00:00,1,16515,14998,,9,24873,24873,1,3953.9884,9
43778,1,2001-07-20 0:00:00,2001-08-01 0:00:00,2001-07-27 0:00:00,1,11018,6594,,9,16433,16433,1,3756.989,
43779,1,2001-07-20 0:00:00,2001-08-01 0:00:00,2001-07-27 0:00:00,1,25252,10981,,9,20850,20850,1,772.5036,
43780,1,2001-07-21 0:00:00,2001-08-02 0:00:00,2001-07-28 0:00:00,1,11599,15964,,7,25850,25850,1,3953.9884,9
43781,1,2001-07-21 0:00:00,2001-08-02 0:00:00,2001-07-28 0:00:00,1,16495,12987,,9,22857,22857,1,3953.9884,9
43782,1,2001-07-21 0:00:00,2001-08-02 0:00:00,2001-07-28 0:00:00,1,16516,3551,,9,13386,13386,1,3953.9884,9
43783,1,2001-07-21 0:00:00,2001-08-02 0:00:00,2001-07-28 0:00:00,1,16620,16715,,9,26601,26601,1,3953.9884,9
43784,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,27667,2662,,4,12491,12491,1,3953.9884,9
43785,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,11601,7385,,7,17236,17236,1,3953.9884,9
43786,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,11607,13813,,7,23683,23683,1,3953.9884,9
43787,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,29385,19442,,8,29348,29348,1,3756.989,
43788,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,11239,15605,,10,25489,25489,1,3729.364,
43789,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,25865,12080,,1,21950,21950,1,3729.364,
43790,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,25857,12001,,1,21871,21871,1,3756.989,
43791,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,16484,1760,,9,11580,11580,1,3953.9884,9
43792,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,16623,4270,,9,14105,14105,1,3953.9884,9
43793,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,11000,12731,,9,22601,22601,1,3756.989,
43794,1,2001-07-22 0:00:00,2001-08-03 0:00:00,2001-07-29 0:00:00,1,11029,14838,,9,24713,24713,1,3756.989,
43795,1,2001-07-23 0:00:00,2001-08-04 0:00:00,2001-07-30 0:00:00,1,27615,2464,,4,12290,12290,1,3953.9884,9
43796,1,2001-07-23 0:00:00,2001-08-04 0:00:00,2001-07-30 0:00:00,1,17956,2040,,7,11860,11860,1,772.5036,
43797,1,2001-07-23 0:00:00,2001-08-04 0:00:00,2001-07-30 0:00:00,1,16345,1758,,9,11578,11578,1,3953.9884,9
43798,1,2001-07-23 0:00:00,2001-08-04 0:00:00,2001-07-30 0:00:00,1,16521,7640,,9,17493,17493,1,3953.9884,9
43799,1,2001-07-23 0:00:00,2001-08-04 0:00:00,2001-07-30 0:00:00,1,16636,13943,,9,23813,23813,1,3953.9884,9
43800,1,2001-07-24 0:00:00,2001-08-05 0:00:00,2001-07-31 0:00:00,1,21710,6408,,6,16244,16244,1,3953.9884,9
43801,1,2001-07-24 0:00:00,2001-08-05 0:00:00,2001-07-31 0:00:00,1,13583,12806,,10,22676,22676,1,3953.9884,9
43802,1,2001-07-24 0:00:00,2001-08-05 0:00:00,2001-07-31 0:00:00,1,11593,6146,,7,15981,15981,1,3953.9884,9
43803,1,2001-07-25 0:00:00,2001-08-06 0:00:00,2001-08-01 0:00:00,1,21741,7244,,6,17092,17092,1,3953.9884,9
43804,1,2001-07-25 0:00:00,2001-08-06 0:00:00,2001-08-01 0:00:00,1,13585,8195,,10,18048,18048,1,3953.9884,9
43805,1,2001-07-25 0:00:00,2001-08-06 0:00:00,2001-08-01 0:00:00,1,14510,16198,,1,26084,26084,1,772.5036,
43806,1,2001-07-25 0:00:00,2001-08-06 0:00:00,2001-08-01 0:00:00,1,16523,16849,,9,26735,26735,1,3953.9884,9
43807,1,2001-07-26 0:00:00,2001-08-07 0:00:00,2001-08-02 0:00:00,1,11611,5664,,7,15499,15499,1,3953.9884,9
43808,1,2001-07-26 0:00:00,2001-08-07 0:00:00,2001-08-02 0:00:00,1,13259,15064,,8,24940,24940,1,3953.9884,9
43809,1,2001-07-26 0:00:00,2001-08-07 0:00:00,2001-08-02 0:00:00,1,16350,3060,,9,12891,12891,1,3953.9884,9
43810,1,2001-07-26 0:00:00,2001-08-07 0:00:00,2001-08-02 0:00:00,1,11004,11101,,9,20971,20971,1,3756.989,
43811,1,2001-07-26 0:00:00,2001-08-07 0:00:00,2001-08-02 0:00:00,1,11026,2057,,9,11877,11877,1,3756.989,
43812,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,27662,4017,,4,13852,13852,1,3953.9884,9
43813,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,28390,7052,,7,16896,16896,1,3729.364,
43814,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,25866,12069,,1,21939,21939,1,3729.364,
43815,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,16494,6080,,9,15915,15915,1,3953.9884,9
43816,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,16496,11407,,9,21277,21277,1,3953.9884,9
43817,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,16519,2845,,9,12674,12674,1,3953.9884,9
43818,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,16528,6698,,9,16539,16539,1,3953.9884,9
43819,1,2001-07-27 0:00:00,2001-08-08 0:00:00,2001-08-03 0:00:00,1,11006,5429,,9,15264,15264,1,3756.989,
43820,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,27651,14330,,4,24200,24200,1,3953.9884,9
43821,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,27663,14961,,4,24836,24836,1,3953.9884,9
43822,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,27669,10155,,4,20019,20019,1,3953.9884,9
43823,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,19942,6153,,10,15988,15988,1,772.5036,
43824,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,14558,1984,,1,11804,11804,1,772.5036,
43825,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,16349,7110,,9,16955,16955,1,3953.9884,9
43826,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,11008,13873,,9,23743,23743,1,3729.364,
43827,1,2001-07-28 0:00:00,2001-08-09 0:00:00,2001-08-04 0:00:00,1,25250,17636,,9,27524,27524,1,772.5036,
43828,1,2001-07-29 0:00:00,2001-08-10 0:00:00,2001-08-05 0:00:00,1,27605,3294,,1,13129,13129,1,3953.9884,9
43829,1,2001-07-29 0:00:00,2001-08-10 0:00:00,2001-08-05 0:00:00,1,27611,14901,,4,24776,24776,1,3953.9884,9
43830,1,2001-07-29 0:00:00,2001-08-10 0:00:00,2001-08-05 0:00:00,1,16347,8711,,9,18564,18564,1,3953.9884,9
43831,1,2001-07-29 0:00:00,2001-08-10 0:00:00,2001-08-05 0:00:00,1,11028,14288,,9,24158,24158,1,3729.364,
43832,1,2001-07-29 0:00:00,2001-08-10 0:00:00,2001-08-05 0:00:00,1,13584,13967,,10,23837,23837,1,3953.9884,9
43833,1,2001-07-30 0:00:00,2001-08-11 0:00:00,2001-08-06 0:00:00,1,21727,6909,,6,16752,16752,1,3953.9884,9
43834,1,2001-07-30 0:00:00,2001-08-11 0:00:00,2001-08-06 0:00:00,1,28393,5636,,7,15471,15471,1,3729.364,
43835,1,2001-07-30 0:00:00,2001-08-11 0:00:00,2001-08-06 0:00:00,1,19802,7548,,6,17401,17401,1,3729.364,
43836,1,2001-07-30 0:00:00,2001-08-11 0:00:00,2001-08-06 0:00:00,1,26620,9402,,6,19261,19261,1,772.5036,
43837,1,2001-07-30 0:00:00,2001-08-11 0:00:00,2001-08-06 0:00:00,1,11009,19429,,9,29335,29335,1,3729.364,
43838,1,2001-07-31 0:00:00,2001-08-12 0:00:00,2001-08-07 0:00:00,1,27641,6493,,4,16330,16330,1,3953.9884,9
43839,1,2001-07-31 0:00:00,2001-08-12 0:00:00,2001-08-07 0:00:00,1,27673,10173,,1,20037,20037,1,3953.9884,9
43840,1,2001-07-31 0:00:00,2001-08-12 0:00:00,2001-08-07 0:00:00,1,17957,15660,,7,25544,25544,1,772.5036,
43841,1,2001-07-31 0:00:00,2001-08-12 0:00:00,2001-08-07 0:00:00,1,13406,18258,,8,28149,28149,1,3953.9884,9
43842,1,2001-07-31 0:00:00,2001-08-12 0:00:00,2001-08-07 0:00:00,1,16630,8639,,9,18492,18492,1,3953.9884,9
43843,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,18,521,275,3,756,756,5,43843.6207,
43844,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,353,159,282,6,503,503,5,26851.4204,
43845,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,206,446,279,5,930,930,5,11376.8994,
43846,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,318,74,278,6,498,498,5,1252.2928,
43847,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,210,61,278,6,480,480,5,1200.7098,
43848,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,164,264,283,1,851,851,5,24225.9484,
43849,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,697,371,268,1,1104,1104,5,27210.3002,
43850,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,191,451,282,6,476,476,5,13576.8275,
43851,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,558,27,275,2,816,816,5,8998.8097,
43852,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,568,411,282,6,539,539,5,2685.142,
43853,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,11,366,282,6,446,446,5,34946.6266,
43854,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,208,558,282,6,478,478,5,2319.9536,
43855,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,102,511,278,6,462,462,5,14623.6038,
43856,1,2001-08-01 0:00:00,2001-08-13 0:00:00,2001-08-08 0:00:00,0,389,224,282,6,509,509,5,2698.7888,
